1;arms_factory;2948.00;9.63;1353.00;3.30;0
1;arms_factory;2951.00;11.65;1367.00;4.86;0
1;arms_factory;2952.00;11.32;1367.00;1.24;0
1;arms_factory;2947.00;13.50;1366.00;5.37;0
1;arms_factory;2951.00;11.13;1359.00;1.75;0
1;arms_factory;2951.00;11.13;1359.00;3.30;0
1;industrial_complex;2949.00;9.73;1373.00;1.14;0
1;industrial_complex;2949.00;9.73;1373.00;2.35;0
1;industrial_complex;2948.00;9.80;1354.00;0.19;0
1;industrial_complex;2952.00;11.25;1366.00;1.75;0
1;industrial_complex;2953.00;10.60;1366.00;4.42;0
1;industrial_complex;2944.00;11.07;1367.00;0.80;0
1;air_base;2944.00;11.07;1367.00;3.81;0
1;naval_base;2942.00;9.63;1366.00;-1.19;5579
1;naval_base;2952.00;9.50;1355.00;-0.79;5579
1;naval_base;2954.00;9.70;1370.00;0.98;5579
1;bunker;2948.00;9.63;1353.00;0.80;0
1;bunker;2951.00;11.07;1370.00;4.93;0
1;bunker;2945.00;11.50;1365.00;1.31;0
1;coastal_bunker;2942.00;9.63;1367.00;-1.19;0
1;coastal_bunker;2941.00;9.50;1361.00;-0.79;0
1;coastal_bunker;2949.00;9.53;1374.00;-3.00;0
1;dockyard;2946.00;9.50;1352.00;-0.79;0
1;anti_air_building;2945.00;10.55;1363.00;2.42;0
1;anti_air_building;2948.00;9.80;1354.00;3.98;0
1;anti_air_building;2949.00;9.90;1354.00;1.82;0
1;synthetic_refinery;2952.00;11.23;1368.00;4.49;0
1;radar_station;2952.00;11.23;1368.00;6.04;0
1;rocket_site;2944.00;11.07;1367.00;3.88;0
1;nuclear_reactor;2949.00;12.00;1360.00;5.09;0
2;arms_factory;3021.00;9.75;1349.00;1.24;0
2;arms_factory;2995.00;11.03;1372.00;5.37;0
2;arms_factory;3008.00;9.80;1354.00;1.75;0
2;arms_factory;2999.00;9.70;1359.00;3.30;0
2;arms_factory;3006.00;9.55;1352.00;1.14;0
2;arms_factory;3006.00;10.50;1363.00;2.35;0
2;industrial_complex;2991.00;9.68;1365.00;0.19;0
2;industrial_complex;3006.00;11.43;1371.00;1.75;0
2;industrial_complex;3019.00;10.82;1354.00;4.42;0
2;industrial_complex;3002.00;10.00;1365.00;0.80;0
2;industrial_complex;3007.00;10.20;1356.00;3.81;0
2;industrial_complex;3000.00;9.88;1363.00;5.02;0
2;air_base;2995.00;11.03;1372.00;2.86;0
2;naval_base;2996.00;9.50;1360.00;-0.93;5656
2;naval_base;3000.00;9.50;1354.00;-0.46;5656
